location,date,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,icu_patients_per_million,hosp_patients_per_million,weekly_icu_admissions_per_million,weekly_hosp_admissions_per_million,new_tests_smoothed_per_thousand,new_vaccinations_smoothed_per_million,hospital_beds_per_thousand
Italy,2021-12-13,283.135,1.519,14.18,129.325,8.051,67.321,8.683,7835.0,3.18
Italy,2021-12-14,294.785,1.569,14.296,132.952,8.117,69.143,8.876,7847.0,3.18
Italy,2021-12-15,307.195,1.671,14.412,135.487,8.481,71.396,9.042,8525.0,3.18
Italy,2021-12-16,339.35,1.775,15.19,136.746,9.011,71.827,10.001,8596.0,3.18
Italy,2021-12-17,358.578,1.78,15.29,139.86,8.912,73.053,9.89,8605.0,3.18
Italy,2021-12-18,375.195,1.843,15.787,141.285,9.227,73.632,10.204,8680.0,3.18
Italy,2021-12-19,387.243,1.917,16.002,143.985,9.624,74.709,10.356,8740.0,3.18
Italy,2021-12-20,395.528,2.009,16.35,150.545,9.84,74.974,10.412,8791.0,3.18
Italy,2021-12-21,419.471,2.087,16.764,155.597,9.889,76.465,10.59,8817.0,3.18
Italy,2021-12-22,450.557,2.127,16.731,158.264,10.022,77.095,10.933,8770.0,3.18
Italy,2021-12-23,494.292,2.234,16.946,161.428,9.889,,11.366,8540.0,3.18
Italy,2021-12-24,546.295,2.284,17.195,163.167,10.42,,11.983,7723.0,3.18
Italy,2021-12-25,609.55,2.333,17.741,165.039,10.602,,12.627,6526.0,3.18
Italy,2021-12-26,610.92,2.295,18.04,170.771,10.718,,11.8,6131.0,3.18
Italy,2021-12-27,645.456,2.307,18.652,179.716,11.165,,11.816,6231.0,3.18
Italy,2021-12-28,757.903,2.423,18.967,186.094,11.546,,12.249,6406.0,3.18
Italy,2021-12-29,903.89,2.4,19.63,194.857,12.109,,0.0,5847.0,3.18
Jersey,2021-03-14,0.0,0.0,0.0,14.998,,,0.0,0.0,
Jersey,2021-03-15,0.0,0.0,0.0,14.998,,,0.0,9201.0,
Jersey,2021-03-16,0.0,0.0,0.0,14.998,,,0.0,9201.0,
Jersey,2021-03-17,0.0,0.0,0.0,14.998,,,0.0,9201.0,
Jersey,2021-03-18,0.0,0.0,0.0,14.998,,,0.0,9201.0,
Jersey,2021-03-19,0.0,0.0,0.0,14.998,,,0.0,9201.0,
Jersey,2021-03-20,0.0,0.0,0.0,14.998,,,0.0,9201.0,
Jersey,2021-03-21,0.0,0.0,0.0,14.998,,,0.0,9201.0,
Jersey,2021-03-22,0.0,0.0,0.0,14.998,,,0.0,9271.0,
Jersey,2021-03-23,0.0,0.0,0.0,14.998,,,0.0,9340.0,
Jersey,2021-03-24,0.0,0.0,0.0,14.998,,,0.0,9419.0,
Jersey,2021-03-25,0.0,0.0,0.0,14.998,,,0.0,9488.0,
Jersey,2021-03-26,0.0,0.0,0.0,14.998,,,0.0,9557.0,
Jersey,2021-03-27,0.0,0.0,0.0,14.998,,,0.0,9637.0,
Jersey,2021-03-28,0.0,0.0,0.0,14.998,,,0.0,9706.0,
Jersey,2021-03-29,0.0,0.0,0.0,14.998,,,0.0,10062.0,
Jersey,2021-03-30,0.0,0.0,0.0,14.998,,,0.0,10418.0,
Jersey,2021-03-31,0.0,0.0,0.0,14.998,,,0.0,10774.0,
Jersey,2021-04-01,0.0,0.0,0.0,14.998,,,0.0,11131.0,
Jersey,2021-04-02,0.0,0.0,0.0,14.998,,,0.0,11487.0,
Jersey,2021-04-03,0.0,0.0,0.0,14.998,,,0.0,11843.0,
Jersey,2021-04-04,0.0,0.0,0.0,14.998,,,0.0,12199.0,
Jersey,2021-04-05,0.0,0.0,0.0,14.998,,,0.0,11081.0,
Jersey,2021-04-06,0.0,0.0,0.0,14.998,,,0.0,9963.0,
Jersey,2021-04-07,0.0,0.0,0.0,14.998,,,0.0,8845.0,
Jersey,2021-04-08,0.0,0.0,0.0,14.998,,,0.0,7727.0,
Jersey,2021-04-09,0.0,0.0,0.0,14.998,,,0.0,6609.0,
Jersey,2021-04-10,0.0,0.0,0.0,14.998,,,0.0,5501.0,
Jersey,2021-04-11,0.0,0.0,0.0,14.998,,,0.0,4383.0,
Jersey,2021-04-12,0.0,0.0,0.0,14.998,,,0.0,5036.0,
Jersey,2021-04-13,0.0,0.0,0.0,14.998,,,0.0,5679.0,
Jersey,2021-04-14,0.0,0.0,0.0,14.998,,,0.0,6332.0,
Jersey,2021-04-15,0.0,0.0,0.0,14.998,,,0.0,6985.0,
Jersey,2021-04-16,0.0,0.0,0.0,14.998,,,0.0,7638.0,
Jersey,2021-04-17,0.0,0.0,0.0,14.998,,,0.0,8291.0,
Jersey,2021-04-18,0.0,0.0,0.0,14.998,,,0.0,8944.0,
Jersey,2021-04-19,0.0,0.0,0.0,14.998,,,0.0,8786.0,
Jersey,2021-04-20,0.0,0.0,0.0,14.998,,,0.0,8627.0,
Jersey,2021-04-21,0.0,0.0,0.0,14.998,,,0.0,8469.0,
Jersey,2021-04-22,0.0,0.0,0.0,14.998,,,0.0,8321.0,
Jersey,2021-04-23,0.0,0.0,0.0,14.998,,,0.0,8162.0,
Jersey,2021-04-24,0.0,0.0,0.0,14.998,,,0.0,8004.0,
Jersey,2021-04-25,0.0,0.0,0.0,14.998,,,0.0,7846.0,
Jersey,2021-04-26,0.0,0.0,0.0,14.998,,,0.0,7875.0,
Jersey,2021-04-27,0.0,0.0,0.0,14.998,,,0.0,7895.0,
Jersey,2021-04-28,0.0,0.0,0.0,14.998,,,0.0,7915.0,
Jersey,2021-04-29,0.0,0.0,0.0,14.998,,,0.0,7945.0,
Jersey,2021-04-30,0.0,0.0,0.0,14.998,,,0.0,7965.0,
Jersey,2021-05-01,0.0,0.0,0.0,14.998,,,0.0,7984.0,
Jersey,2021-05-02,0.0,0.0,0.0,14.998,,,0.0,8004.0,
Jersey,2021-05-03,0.0,0.0,0.0,14.998,,,0.0,7737.0,
Jersey,2021-05-04,0.0,0.0,0.0,14.998,,,0.0,7460.0,
Jersey,2021-05-05,0.0,0.0,0.0,14.998,,,0.0,7193.0,
Jersey,2021-05-06,0.0,0.0,0.0,14.998,,,0.0,6916.0,
Jersey,2021-05-07,0.0,0.0,0.0,14.998,,,0.0,6649.0,
Jersey,2021-05-08,0.0,0.0,0.0,14.998,,,0.0,6372.0,
Jersey,2021-05-09,0.0,0.0,0.0,14.998,,,0.0,6104.0,
Jersey,2021-05-10,0.0,0.0,0.0,14.998,,,0.0,6104.0,
Jersey,2021-05-11,0.0,0.0,0.0,14.998,,,0.0,6104.0,
Jersey,2021-05-12,0.0,0.0,0.0,14.998,,,0.0,6104.0,
Jersey,2021-05-13,0.0,0.0,0.0,14.998,,,0.0,6223.0,
Jersey,2021-05-14,0.0,0.0,0.0,14.998,,,0.0,6332.0,
Jersey,2021-05-15,0.0,0.0,0.0,14.998,,,0.0,6451.0,
Jersey,2021-05-16,0.0,0.0,0.0,14.998,,,0.0,6560.0,
Jersey,2021-05-17,0.0,0.0,0.0,14.998,,,0.0,6807.0,
Jersey,2021-05-18,0.0,0.0,0.0,14.998,,,0.0,7054.0,
Jersey,2021-05-19,0.0,0.0,0.0,14.998,,,0.0,7292.0,
Jersey,2021-05-20,0.0,0.0,0.0,14.998,,,0.0,7480.0,
Jersey,2021-05-21,0.0,0.0,0.0,14.998,,,0.0,7658.0,
Jersey,2021-05-22,0.0,0.0,0.0,14.998,,,0.0,7846.0,
Jersey,2021-05-23,0.0,0.0,0.0,14.998,,,0.0,8024.0,
Jersey,2021-05-24,0.0,0.0,0.0,14.998,,,0.0,8162.0,
Jersey,2021-05-25,0.0,0.0,0.0,14.998,,,0.0,8311.0,
Jersey,2021-05-26,0.0,0.0,0.0,14.998,,,0.0,8449.0,
Jersey,2021-05-27,0.0,0.0,0.0,14.998,,,0.0,8291.0,
Jersey,2021-05-28,0.0,0.0,0.0,14.998,,,0.0,8133.0,
Jersey,2021-05-29,0.0,0.0,0.0,14.998,,,0.0,7974.0,
Jersey,2021-05-30,0.0,0.0,0.0,14.998,,,0.0,7816.0,
Jersey,2021-05-31,0.0,0.0,0.0,14.998,,,0.0,7688.0,
Jersey,2021-06-01,0.0,0.0,0.0,14.998,,,0.0,7569.0,
Jersey,2021-06-02,0.0,0.0,0.0,14.998,,,0.0,7440.0,
Jersey,2021-06-03,0.0,0.0,0.0,14.998,,,0.0,7203.0,
Jersey,2021-06-04,0.0,0.0,0.0,14.998,,,0.0,6975.0,
Jersey,2021-06-05,0.0,0.0,0.0,14.998,,,0.0,6748.0,
Jersey,2021-06-06,0.0,0.0,0.0,14.998,,,0.0,6520.0,
Jersey,2021-06-07,0.0,0.0,0.0,14.998,,,0.0,6065.0,
Jersey,2021-06-08,0.0,0.0,0.0,14.998,,,0.0,5600.0,
Jersey,2021-06-09,0.0,0.0,0.0,14.998,,,0.0,5145.0,
Jersey,2021-06-10,0.0,0.0,0.0,14.998,,,0.0,5066.0,
Jersey,2021-06-11,0.0,0.0,0.0,14.998,,,0.0,4986.0,
Jersey,2021-06-12,0.0,0.0,0.0,14.998,,,0.0,4907.0,
Jersey,2021-06-13,0.0,0.0,0.0,14.998,,,0.0,4828.0,
Jersey,2021-06-14,0.0,0.0,0.0,14.998,,,0.0,4917.0,
Jersey,2021-06-15,0.0,0.0,0.0,14.998,,,0.0,5006.0,
Jersey,2021-06-16,0.0,0.0,0.0,14.998,,,0.0,5085.0,
Jersey,2021-06-17,0.0,0.0,0.0,14.998,,,0.0,5006.0,
Jersey,2021-06-18,0.0,0.0,0.0,14.998,,,0.0,4927.0,
Jersey,2021-06-19,0.0,0.0,0.0,14.998,,,0.0,4838.0,
Jersey,2021-06-20,0.0,0.0,0.0,14.998,,,0.0,4759.0,
Jersey,2021-06-21,0.0,0.0,0.0,14.998,,,0.0,4581.0,
Jersey,2021-06-22,0.0,0.0,0.0,14.998,,,0.0,4403.0,
Jersey,2021-06-23,0.0,0.0,0.0,14.998,,,0.0,4235.0,
Jersey,2021-06-24,0.0,0.0,0.0,14.998,,,0.0,4215.0,
Jersey,2021-06-25,0.0,0.0,0.0,14.998,,,0.0,4205.0,
Jersey,2021-06-26,0.0,0.0,0.0,14.998,,,0.0,4195.0,
Jersey,2021-06-27,0.0,0.0,0.0,14.998,,,0.0,4175.0,
Jersey,2021-06-28,0.0,0.0,0.0,14.998,,,0.0,4324.0,
Jersey,2021-06-29,0.0,0.0,0.0,14.998,,,0.0,4482.0,
Jersey,2021-06-30,0.0,0.0,0.0,14.998,,,0.0,4630.0,
Jersey,2021-07-01,0.0,0.0,0.0,14.998,,,0.0,4749.0,
Jersey,2021-07-02,0.0,0.0,0.0,14.998,,,0.0,4878.0,
Jersey,2021-07-03,0.0,0.0,0.0,14.998,,,0.0,4996.0,
Jersey,2021-07-04,0.0,0.0,0.0,14.998,,,0.0,5125.0,
Jersey,2021-07-05,0.0,0.0,0.0,14.998,,,0.0,5382.0,
Jersey,2021-07-06,0.0,0.0,0.0,14.998,,,0.0,5639.0,
Jersey,2021-07-07,0.0,0.0,0.0,14.998,,,0.0,5897.0,
Jersey,2021-07-08,0.0,0.0,0.0,14.998,,,0.0,5917.0,
Jersey,2021-07-09,0.0,0.0,0.0,14.998,,,0.0,5946.0,
Jersey,2021-07-10,0.0,0.0,0.0,14.998,,,0.0,5966.0,
Jersey,2021-07-11,0.0,0.0,0.0,14.998,,,0.0,5996.0,
Jersey,2021-07-12,0.0,0.0,0.0,14.998,,,0.0,5917.0,
Jersey,2021-07-13,0.0,0.0,0.0,14.998,,,0.0,5847.0,
Jersey,2021-07-14,0.0,0.0,0.0,14.998,,,0.0,5778.0,
Jersey,2021-07-15,0.0,0.0,0.0,14.998,,,0.0,5956.0,
Jersey,2021-07-16,0.0,0.0,0.0,14.998,,,0.0,6134.0,
Jersey,2021-07-17,0.0,0.0,0.0,14.998,,,0.0,6302.0,
Jersey,2021-07-18,0.0,0.0,0.0,14.998,,,0.0,6480.0,
Jersey,2021-07-19,0.0,0.0,0.0,14.998,,,0.0,6579.0,
Jersey,2021-07-20,0.0,0.0,0.0,14.998,,,0.0,6678.0,
Jersey,2021-07-21,0.0,0.0,0.0,14.998,,,0.0,6767.0,
Jersey,2021-07-22,0.0,0.0,0.0,14.998,,,0.0,6797.0,
Jersey,2021-07-23,0.0,0.0,0.0,14.998,,,0.0,6827.0,
Jersey,2021-07-24,0.0,0.0,0.0,14.998,,,0.0,6847.0,
Jersey,2021-07-25,0.0,0.0,0.0,14.998,,,0.0,6876.0,
Jersey,2021-07-26,0.0,0.0,0.0,14.998,,,0.0,6718.0,
Jersey,2021-07-27,0.0,0.0,0.0,14.998,,,0.0,6570.0,
Jersey,2021-07-28,0.0,0.0,0.0,14.998,,,0.0,6411.0,
Jersey,2021-07-29,0.0,0.0,0.0,14.998,,,0.0,5867.0,
Jersey,2021-07-30,0.0,0.0,0.0,14.998,,,0.0,5323.0,
Jersey,2021-07-31,0.0,0.0,0.0,14.998,,,0.0,4779.0,
Jersey,2021-08-01,0.0,0.0,0.0,14.998,,,0.0,4235.0,
Jersey,2021-08-02,0.0,0.0,0.0,14.998,,,0.0,3799.0,
Jersey,2021-08-03,0.0,0.0,0.0,14.998,,,0.0,3354.0,
Jersey,2021-08-04,0.0,0.0,0.0,14.998,,,0.0,2909.0,
Jersey,2021-08-05,0.0,0.0,0.0,14.998,,,0.0,2770.0,
Jersey,2021-08-06,0.0,0.0,0.0,14.998,,,0.0,2622.0,
Jersey,2021-08-07,0.0,0.0,0.0,14.998,,,0.0,2483.0,
Jersey,2021-08-08,0.0,0.0,0.0,14.998,,,0.0,2335.0,
Jersey,2021-08-09,0.0,0.0,0.0,14.998,,,0.0,2276.0,
Jersey,2021-08-10,0.0,0.0,0.0,14.998,,,0.0,2216.0,
Jersey,2021-08-11,0.0,0.0,0.0,14.998,,,0.0,2167.0,
Jersey,2021-08-12,0.0,0.0,0.0,14.998,,,0.0,2167.0,
Jersey,2021-08-13,0.0,0.0,0.0,14.998,,,0.0,2177.0,
Jersey,2021-08-14,0.0,0.0,0.0,14.998,,,0.0,2177.0,
Jersey,2021-08-15,0.0,0.0,0.0,14.998,,,0.0,2177.0,
Jersey,2021-08-16,0.0,0.0,0.0,14.998,,,0.0,2018.0,
Jersey,2021-08-17,0.0,0.0,0.0,14.998,,,0.0,1860.0,
Jersey,2021-08-18,0.0,0.0,0.0,14.998,,,0.0,1692.0,
Jersey,2021-08-19,0.0,0.0,0.0,14.998,,,0.0,1692.0,
Jersey,2021-08-20,0.0,0.0,0.0,14.998,,,0.0,1702.0,
Jersey,2021-08-21,0.0,0.0,0.0,14.998,,,0.0,1702.0,
Jersey,2021-08-22,0.0,0.0,0.0,14.998,,,0.0,1702.0,
Jersey,2021-08-23,0.0,0.0,0.0,14.998,,,0.0,1722.0,
Jersey,2021-08-24,0.0,0.0,0.0,14.998,,,0.0,1751.0,
Jersey,2021-08-25,0.0,0.0,0.0,14.998,,,0.0,1771.0,
Jersey,2021-08-26,0.0,0.0,0.0,14.998,,,0.0,1712.0,
Jersey,2021-08-27,0.0,0.0,0.0,14.998,,,0.0,1652.0,
Jersey,2021-08-28,0.0,0.0,0.0,14.998,,,0.0,1593.0,
Jersey,2021-08-29,0.0,0.0,0.0,14.998,,,0.0,1534.0,
Jersey,2021-08-30,0.0,0.0,0.0,14.998,,,0.0,1613.0,
Jersey,2021-08-31,0.0,0.0,0.0,14.998,,,0.0,1682.0,
Jersey,2021-09-01,0.0,0.0,0.0,14.998,,,0.0,1761.0,
Jersey,2021-09-02,0.0,0.0,0.0,14.998,,,0.0,1682.0,
Jersey,2021-09-03,0.0,0.0,0.0,14.998,,,0.0,1603.0,
Jersey,2021-09-04,0.0,0.0,0.0,14.998,,,0.0,1524.0,
Jersey,2021-09-05,0.0,0.0,0.0,14.998,,,0.0,1445.0,
Jersey,2021-09-06,0.0,0.0,0.0,14.998,,,0.0,1296.0,
Jersey,2021-09-07,0.0,0.0,0.0,14.998,,,0.0,1158.0,
Jersey,2021-09-08,0.0,0.0,0.0,14.998,,,0.0,1009.0,
Jersey,2021-09-09,0.0,0.0,0.0,14.998,,,0.0,979.0,
Jersey,2021-09-10,0.0,0.0,0.0,14.998,,,0.0,950.0,
Jersey,2021-09-11,0.0,0.0,0.0,14.998,,,0.0,920.0,
Jersey,2021-09-12,0.0,0.0,0.0,14.998,,,0.0,890.0,
Jersey,2021-09-13,0.0,0.0,0.0,14.998,,,0.0,871.0,
Jersey,2021-09-14,0.0,0.0,0.0,14.998,,,0.0,841.0,
Jersey,2021-09-15,0.0,0.0,0.0,14.998,,,0.0,821.0,
Jersey,2021-09-16,0.0,0.0,0.0,14.998,,,0.0,801.0,
Jersey,2021-09-17,0.0,0.0,0.0,14.998,,,0.0,772.0,
Jersey,2021-09-18,0.0,0.0,0.0,14.998,,,0.0,752.0,
Jersey,2021-09-19,0.0,0.0,0.0,14.998,,,0.0,722.0,
Jersey,2021-09-20,0.0,0.0,0.0,14.998,,,0.0,673.0,
Jersey,2021-09-21,0.0,0.0,0.0,14.998,,,0.0,623.0,
Jersey,2021-09-22,0.0,0.0,0.0,14.998,,,0.0,574.0,
Jersey,2021-09-23,0.0,0.0,0.0,14.998,,,0.0,1247.0,
Jersey,2021-09-24,0.0,0.0,0.0,14.998,,,0.0,1919.0,
Jersey,2021-09-25,0.0,0.0,0.0,14.998,,,0.0,2592.0,
Jersey,2021-09-26,0.0,0.0,0.0,14.998,,,0.0,3255.0,
Jersey,2021-09-27,0.0,0.0,0.0,14.998,,,0.0,3987.0,
Jersey,2021-09-28,0.0,0.0,0.0,14.998,,,0.0,4729.0,
Jersey,2021-09-29,0.0,0.0,0.0,14.998,,,0.0,5461.0,
Jersey,2021-09-30,0.0,0.0,0.0,14.998,,,0.0,5541.0,
Jersey,2021-10-01,0.0,0.0,0.0,14.998,,,0.0,5620.0,
Jersey,2021-10-02,0.0,0.0,0.0,14.998,,,0.0,5699.0,
Jersey,2021-10-03,0.0,0.0,0.0,14.998,,,0.0,5768.0,
Jersey,2021-10-04,0.0,0.0,0.0,14.998,,,0.0,5808.0,
Jersey,2021-10-05,0.0,0.0,0.0,14.998,,,0.0,5857.0,
Jersey,2021-10-06,0.0,0.0,0.0,14.998,,,0.0,5897.0,
Jersey,2021-10-07,0.0,0.0,0.0,14.998,,,0.0,5837.0,
Jersey,2021-10-08,0.0,0.0,0.0,14.998,,,0.0,5778.0,
Jersey,2021-10-09,0.0,0.0,0.0,14.998,,,0.0,5719.0,
Jersey,2021-10-10,0.0,0.0,0.0,14.998,,,0.0,5659.0,
Jersey,2021-10-11,0.0,0.0,0.0,14.998,,,0.0,5580.0,
Jersey,2021-10-12,0.0,0.0,0.0,14.998,,,0.0,5501.0,
Jersey,2021-10-13,0.0,0.0,0.0,14.998,,,0.0,5422.0,
Jersey,2021-10-14,0.0,0.0,0.0,14.998,,,0.0,5412.0,
Jersey,2021-10-15,0.0,0.0,0.0,14.998,,,0.0,5392.0,
Jersey,2021-10-16,0.0,0.0,0.0,14.998,,,0.0,5372.0,
Jersey,2021-10-17,0.0,0.0,0.0,14.998,,,0.0,5362.0,
Jersey,2021-10-18,0.0,0.0,0.0,14.998,,,0.0,5452.0,
Jersey,2021-10-19,0.0,0.0,0.0,14.998,,,0.0,5541.0,
Jersey,2021-10-20,0.0,0.0,0.0,14.998,,,0.0,5630.0,
Jersey,2021-10-21,0.0,0.0,0.0,14.998,,,0.0,5649.0,
Jersey,2021-10-22,0.0,0.0,0.0,14.998,,,0.0,5679.0,
Jersey,2021-10-23,0.0,0.0,0.0,14.998,,,0.0,5699.0,
Jersey,2021-10-24,0.0,0.0,0.0,14.998,,,0.0,5719.0,
Jersey,2021-10-25,0.0,0.0,0.0,14.998,,,0.0,5639.0,
Jersey,2021-10-26,0.0,0.0,0.0,14.998,,,0.0,5550.0,
Jersey,2021-10-27,0.0,0.0,0.0,14.998,,,0.0,5461.0,
Jersey,2021-10-28,0.0,0.0,0.0,14.998,,,0.0,5372.0,
Jersey,2021-10-29,0.0,0.0,0.0,14.998,,,0.0,5273.0,
Jersey,2021-10-30,0.0,0.0,0.0,14.998,,,0.0,5174.0,
Jersey,2021-10-31,0.0,0.0,0.0,14.998,,,0.0,5085.0,
Jersey,2021-11-01,0.0,0.0,0.0,14.998,,,0.0,4977.0,
Jersey,2021-11-02,0.0,0.0,0.0,14.998,,,0.0,4858.0,
Jersey,2021-11-03,0.0,0.0,0.0,14.998,,,0.0,4749.0,
Jersey,2021-11-04,0.0,0.0,0.0,14.998,,,0.0,4729.0,
Jersey,2021-11-05,0.0,0.0,0.0,14.998,,,0.0,4709.0,
Jersey,2021-11-06,0.0,0.0,0.0,14.998,,,0.0,4690.0,
Jersey,2021-11-07,0.0,0.0,0.0,14.998,,,0.0,4670.0,
Jersey,2021-11-08,0.0,0.0,0.0,14.998,,,0.0,4709.0,
Jersey,2021-11-09,0.0,0.0,0.0,14.998,,,0.0,4739.0,
Jersey,2021-11-10,0.0,0.0,0.0,14.998,,,0.0,4769.0,
Jersey,2021-11-11,0.0,0.0,0.0,14.998,,,0.0,4799.0,
Jersey,2021-11-12,0.0,0.0,0.0,14.998,,,0.0,4828.0,
Jersey,2021-11-13,0.0,0.0,0.0,14.998,,,0.0,4858.0,
Jersey,2021-11-14,0.0,0.0,0.0,14.998,,,0.0,4888.0,
Jersey,2021-11-15,0.0,0.0,0.0,14.998,,,0.0,4947.0,
Jersey,2021-11-16,0.0,0.0,0.0,14.998,,,0.0,5016.0,
Jersey,2021-11-17,0.0,0.0,0.0,14.998,,,0.0,5076.0,
Jersey,2021-11-18,0.0,0.0,0.0,14.998,,,0.0,5066.0,
Jersey,2021-11-19,0.0,0.0,0.0,14.998,,,0.0,5066.0,
Jersey,2021-11-20,0.0,0.0,0.0,14.998,,,0.0,5066.0,
Jersey,2021-11-21,0.0,0.0,0.0,14.998,,,0.0,5066.0,
Jersey,2021-11-22,0.0,0.0,0.0,14.998,,,0.0,5155.0,
Jersey,2021-11-23,0.0,0.0,0.0,14.998,,,0.0,5254.0,
Jersey,2021-11-24,0.0,0.0,0.0,14.998,,,0.0,5353.0,
Jersey,2021-11-25,0.0,0.0,0.0,14.998,,,0.0,5491.0,
Jersey,2021-11-26,0.0,0.0,0.0,14.998,,,0.0,5620.0,
Jersey,2021-11-27,0.0,0.0,0.0,14.998,,,0.0,5748.0,
Jersey,2021-11-28,0.0,0.0,0.0,14.998,,,0.0,5887.0,
Jersey,2021-11-29,0.0,0.0,0.0,14.998,,,0.0,6104.0,
Jersey,2021-11-30,0.0,0.0,0.0,14.998,,,0.0,6332.0,
Jersey,2021-12-01,0.0,0.0,0.0,14.998,,,0.0,6560.0,
Jersey,2021-12-02,0.0,0.0,0.0,14.998,,,0.0,6629.0,
Jersey,2021-12-03,0.0,0.0,0.0,14.998,,,0.0,6698.0,
Jersey,2021-12-04,0.0,0.0,0.0,14.998,,,0.0,6767.0,
Jersey,2021-12-05,0.0,0.0,0.0,14.998,,,0.0,6837.0,
Jersey,2021-12-06,0.0,0.0,0.0,14.998,,,0.0,6797.0,
Jersey,2021-12-07,0.0,0.0,0.0,14.998,,,0.0,6748.0,
Jersey,2021-12-08,0.0,0.0,0.0,14.998,,,0.0,6708.0,
Jersey,2021-12-09,0.0,0.0,0.0,14.998,,,0.0,6728.0,
Jersey,2021-12-10,0.0,0.0,0.0,14.998,,,0.0,6748.0,
Jersey,2021-12-11,0.0,0.0,0.0,14.998,,,0.0,6767.0,
Jersey,2021-12-12,0.0,0.0,0.0,14.998,,,0.0,6787.0,
Jersey,2021-12-13,0.0,0.0,0.0,14.998,,,0.0,6975.0,
Jersey,2021-12-14,0.0,0.0,0.0,14.998,,,0.0,7173.0,
Jersey,2021-12-15,0.0,0.0,0.0,14.998,,,0.0,7371.0,
Jersey,2021-12-16,0.0,0.0,0.0,14.998,,,0.0,7598.0,
Jersey,2021-12-17,0.0,0.0,0.0,14.998,,,0.0,7836.0,
Jersey,2021-12-18,0.0,0.0,0.0,14.998,,,0.0,8073.0,
Jersey,2021-12-19,0.0,0.0,0.0,14.998,,,0.0,8301.0,
Kosovo,2020-03-14,0.0,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-15,0.0,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-16,0.0,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-17,0.0,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-18,0.0,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-19,1.603,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-20,1.683,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-21,1.764,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-22,2.084,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-23,1.603,0.08,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-24,3.607,0.08,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-25,3.527,0.08,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-26,4.088,0.08,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-27,5.211,0.08,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-28,5.13,0.08,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-29,4.81,0.08,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-30,4.89,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-03-31,3.607,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-01,3.928,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-02,4.329,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-03,3.206,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-04,3.768,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-05,3.928,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-06,4.088,0.0,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-07,4.73,0.16,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-08,5.772,0.321,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-09,7.936,0.401,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-10,8.096,0.481,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-11,9.219,0.481,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-12,11.463,0.481,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-13,17.395,0.481,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-14,16.994,0.401,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-15,16.273,0.24,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-16,15.952,0.24,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-17,17.796,0.321,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-18,18.437,0.401,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-19,18.197,0.401,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-20,15.952,0.401,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-21,17.716,0.561,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-22,17.395,0.802,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-23,16.593,0.721,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-24,17.636,0.641,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-25,17.876,0.561,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-26,17.716,0.641,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-27,16.193,0.721,0.0,14.998,,,0.0,0.0,
Kosovo,2020-04-28,14.589,0.561,0.0,14.998,,,0.0,0.0,
